pid,an,name,_date,caption,translation,student,keywords,manifest,thumbnail,full
155,7,Plate 155,1799,Bokay.,Bokay.,Barthélemy Glama,"bokay, masculin",/img/derivatives/iiif/155/manifest.json,"/img/derivatives/iiif/images/155/full/250,/0/default.jpg","/img/derivatives/iiif/images/155/full/1140,/0/default.jpg"
156,7,Plate 156,,Chapeau Turc. Chapeau-Capote.,Turkish-style hat. Hood-hat.,Jewel Britton,turc,/img/derivatives/iiif/156/manifest.json,"/img/derivatives/iiif/images/156/full/250,/0/default.jpg","/img/derivatives/iiif/images/156/full/1140,/0/default.jpg"
157,7,Plate 157,,Bonnets Nègligés.,Casual bonnets.,Jewel Britton,"bonnet, nègligé",/img/derivatives/iiif/157/manifest.json,"/img/derivatives/iiif/images/157/full/250,/0/default.jpg","/img/derivatives/iiif/images/157/full/1140,/0/default.jpg"
158,7,Plate 158,,Chapeau-Cornette.,Cornett-hat.,Jewel Britton,"chapeau, cornette",/img/derivatives/iiif/158/manifest.json,"/img/derivatives/iiif/images/158/full/250,/0/default.jpg","/img/derivatives/iiif/images/158/full/1140,/0/default.jpg"
159,7,Plate 159,,Vue de Tivoli,,Jewel Britton,tivoli,/img/derivatives/iiif/159/manifest.json,"/img/derivatives/iiif/images/159/full/250,/0/default.jpg","/img/derivatives/iiif/images/159/full/1140,/0/default.jpg"
160,7,Plate 160,,Coeffure à la Hollandaise.,Dutch hairstyle.,Jewel Britton,hollandaise,/img/derivatives/iiif/160/manifest.json,"/img/derivatives/iiif/images/160/full/250,/0/default.jpg","/img/derivatives/iiif/images/160/full/1140,/0/default.jpg"
161,8,Plate 161,,Chapeau garni en Velours.,Hat decorated with velvet.,Jewel Britton,"velour, chapeau",/img/derivatives/iiif/161/manifest.json,"/img/derivatives/iiif/images/161/full/250,/0/default.jpg","/img/derivatives/iiif/images/161/full/1140,/0/default.jpg"
162,8,Plate 162,,Chapeau-Cornette.,Cornett-hat.,Jewel Britton,"chapeau, cornette",/img/derivatives/iiif/162/manifest.json,"/img/derivatives/iiif/images/162/full/250,/0/default.jpg","/img/derivatives/iiif/images/162/full/1140,/0/default.jpg"
163,8,Plate 163,,Intérieur d'Appartement.,Apartment Interior.,Jodi Mikesell,appartement,/img/derivatives/iiif/163/manifest.json,"/img/derivatives/iiif/images/163/full/250,/0/default.jpg","/img/derivatives/iiif/images/163/full/1140,/0/default.jpg"
164,8,Plate 164,,Tablier à Corsage.,Apron with bodice.,Jewel Britton,"tablier, corsage",/img/derivatives/iiif/164/manifest.json,"/img/derivatives/iiif/images/164/full/250,/0/default.jpg","/img/derivatives/iiif/images/164/full/1140,/0/default.jpg"
165,8,Plate 165,,Attitude d’Amazone.,Riding outfit.,Jewel Britton,amazône,/img/derivatives/iiif/165/manifest.json,"/img/derivatives/iiif/images/165/full/250,/0/default.jpg","/img/derivatives/iiif/images/165/full/1140,/0/default.jpg"
166,8,Plate 166,,Vue de Frascati.,View of Frascati.,Anne Higonnet,frascati,/img/derivatives/iiif/166/manifest.json,"/img/derivatives/iiif/images/166/full/250,/0/default.jpg","/img/derivatives/iiif/images/166/full/1140,/0/default.jpg"
167,8,Plate 167,,Négligé Boiteux.,Lop-sided casual hat.,Jewel Britton,négligé,/img/derivatives/iiif/167/manifest.json,"/img/derivatives/iiif/images/167/full/250,/0/default.jpg","/img/derivatives/iiif/images/167/full/1140,/0/default.jpg"
168,8,Plate 168,,Chapeaux-Capotes.,Hood-hats.,Jewel Britton,"capote, chapeau",/img/derivatives/iiif/168/manifest.json,"/img/derivatives/iiif/images/168/full/250,/0/default.jpg","/img/derivatives/iiif/images/168/full/1140,/0/default.jpg"
169,8,Plate 169,,Chapeau-Capote.,Hood-hat.,Jewel Britton,"capote, chapeau",/img/derivatives/iiif/169/manifest.json,"/img/derivatives/iiif/images/169/full/250,/0/default.jpg","/img/derivatives/iiif/images/169/full/1140,/0/default.jpg"
170,8,Plate 170,,Intérieur d’Appartement.,Apartment interior.,Jewel Britton,appartement,/img/derivatives/iiif/170/manifest.json,"/img/derivatives/iiif/images/170/full/250,/0/default.jpg","/img/derivatives/iiif/images/170/full/1140,/0/default.jpg"
171,8,Plate 171,,Fichu-Chemise. Robe de Couleur.,Kerchief-chemise. Colored dress.,Jewel Britton,"fichu, chemise, robe",/img/derivatives/iiif/171/manifest.json,"/img/derivatives/iiif/images/171/full/250,/0/default.jpg","/img/derivatives/iiif/images/171/full/1140,/0/default.jpg"
172,8,Plate 172,,Chapeau-Cornette.,Cornett-hat.,Jewel Britton,cornette,/img/derivatives/iiif/172/manifest.json,"/img/derivatives/iiif/images/172/full/250,/0/default.jpg","/img/derivatives/iiif/images/172/full/1140,/0/default.jpg"
173,8,Plate 173,,Costume de Bal.,Ball costume.,Jewel Britton,bal,/img/derivatives/iiif/173/manifest.json,"/img/derivatives/iiif/images/173/full/250,/0/default.jpg","/img/derivatives/iiif/images/173/full/1140,/0/default.jpg"
174,8,Plate 174,,Costumes du Matin.,Morning costumes.,Jewel Britton,matin,/img/derivatives/iiif/174/manifest.json,"/img/derivatives/iiif/images/174/full/250,/0/default.jpg","/img/derivatives/iiif/images/174/full/1140,/0/default.jpg"
175,8,Plate 175,,Chapeau-Capote. Schall de Casimir.,Hood-hat. Fine wool shawl.,Jewel Britton,"schall, casimir",/img/derivatives/iiif/175/manifest.json,"/img/derivatives/iiif/images/175/full/250,/0/default.jpg","/img/derivatives/iiif/images/175/full/1140,/0/default.jpg"
176,8,Plate 176,,Bonnets du Matin.,Morning bonnets.,Jewel Britton,"matin, bonnet",/img/derivatives/iiif/176/manifest.json,"/img/derivatives/iiif/images/176/full/250,/0/default.jpg","/img/derivatives/iiif/images/176/full/1140,/0/default.jpg"
177,8,Plate 177,,1. Colliers. 2. Médaillons 3. Boucles d’Oreilles 4. Brasselets 5. Epingles 6. Bouton de Manche. 7. Croix. 8. Lorgnette.,1. Necklaces. 2. Medallions. 3. Earrings. 4. Bracelets. 5. Pins. 6. Cuff-link. 7. Cross. 8. Lorgnette.,Jewel Britton,"collier, epingles, medallions, brasselet, boucles d'oreilles",/img/derivatives/iiif/177/manifest.json,"/img/derivatives/iiif/images/177/full/250,/0/default.jpg","/img/derivatives/iiif/images/177/full/1140,/0/default.jpg"
178,8,Plate 178,,1. Colliers. 2. Epingles 3. Médaillons 4. Brasselets 5. Boucles d’Oreilles. 6. Bourse à Monnaie.,1. Necklaces. 2. Pins. 3. Medallions. 4. Bracelets. 5. Earrings. 6. Change purse.,Jewel Britton,"collier, epingles, medallions, brasselet, boucles d'oreilles",/img/derivatives/iiif/178/manifest.json,"/img/derivatives/iiif/images/178/full/250,/0/default.jpg","/img/derivatives/iiif/images/178/full/1140,/0/default.jpg"
179,8,Plate 179,,Bonnets du Matin.,Morning bonnets.,Jewel Britton,"matin, bonnet",/img/derivatives/iiif/179/manifest.json,"/img/derivatives/iiif/images/179/full/250,/0/default.jpg","/img/derivatives/iiif/images/179/full/1140,/0/default.jpg"
180,8,Plate 180,,Costume du Matin.,Morning costume.,Jewel Britton,matin,/img/derivatives/iiif/180/manifest.json,"/img/derivatives/iiif/images/180/full/250,/0/default.jpg","/img/derivatives/iiif/images/180/full/1140,/0/default.jpg"
181,8,Plate 181,,Mise Ordinaire.,House-wear.,Jewel Britton,ordinaire,/img/derivatives/iiif/181/manifest.json,"/img/derivatives/iiif/images/181/full/250,/0/default.jpg","/img/derivatives/iiif/images/181/full/1140,/0/default.jpg"
182,8,Plate 182,,Robe à la Demi-Psyché.,Dress in semi-Psyche style.,Jewel Britton,psyché,/img/derivatives/iiif/182/manifest.json,"/img/derivatives/iiif/images/182/full/250,/0/default.jpg","/img/derivatives/iiif/images/182/full/1140,/0/default.jpg"
183,8,Plate 183,1799,Mise d'un jeune homme,Young Man’s outfit.,Anne Higonnet,"jeune homme, masculin",/img/derivatives/iiif/183/manifest.json,"/img/derivatives/iiif/images/183/full/250,/0/default.jpg","/img/derivatives/iiif/images/183/full/1140,/0/default.jpg"
184,8,Plate 184,,Costume de Bal.,Ball costume.,Jewel Britton,"bal, costume",/img/derivatives/iiif/184/manifest.json,"/img/derivatives/iiif/images/184/full/250,/0/default.jpg","/img/derivatives/iiif/images/184/full/1140,/0/default.jpg"
185,8,Plate 185,1799,Chapeau Cornette,Cornett Hat,Jewel Britton,"cornette, chapeau",/img/derivatives/iiif/185/manifest.json,"/img/derivatives/iiif/images/185/full/250,/0/default.jpg","/img/derivatives/iiif/images/185/full/1140,/0/default.jpg"
186,8,Plate 186,1799,Nègligé Ordinaire,Casual house-coat,Jewel Britton,"négligé, ordinaire",/img/derivatives/iiif/186/manifest.json,"/img/derivatives/iiif/images/186/full/250,/0/default.jpg","/img/derivatives/iiif/images/186/full/1140,/0/default.jpg"
187,8,Plate 187,1799,Mise d’un Elégant,Elegant man’s outfit,Jewel Britton,"elegant, masculin",/img/derivatives/iiif/187/manifest.json,"/img/derivatives/iiif/images/187/full/250,/0/default.jpg","/img/derivatives/iiif/images/187/full/1140,/0/default.jpg"
188,8,Plate 188,January 1800,Mise d'une Elégante,Elegant woman’s outfit.,Anne Higonnet,"elegant, turban",/img/derivatives/iiif/188/manifest.json,"/img/derivatives/iiif/images/188/full/250,/0/default.jpg","/img/derivatives/iiif/images/188/full/1140,/0/default.jpg"
189,8,Plate 189,1800,Négligé Ajusté,Fitted casual dress.,Anne Higonnet,"elegant, masculin",/img/derivatives/iiif/189/manifest.json,"/img/derivatives/iiif/images/189/full/250,/0/default.jpg","/img/derivatives/iiif/images/189/full/1140,/0/default.jpg"
190,8,Plate 190,1800,Costume de Bal,Ball costume,Jewel Britton,"costume, bal",/img/derivatives/iiif/190/manifest.json,"/img/derivatives/iiif/images/190/full/250,/0/default.jpg","/img/derivatives/iiif/images/190/full/1140,/0/default.jpg"
191,8,Plate 191,,Coeffure en Cheveux.,Natural hairstyle.,Jewel Britton,coeffure en cheveux,/img/derivatives/iiif/191/manifest.json,"/img/derivatives/iiif/images/191/full/250,/0/default.jpg","/img/derivatives/iiif/images/191/full/1140,/0/default.jpg"
192,8,Plate 192,,Robe de Satin.,Satin dress.,Jewel Britton,satin,/img/derivatives/iiif/192/manifest.json,"/img/derivatives/iiif/images/192/full/250,/0/default.jpg","/img/derivatives/iiif/images/192/full/1140,/0/default.jpg"
193,8,Plate 193,,Fichu-Turban. Double Tunique.,Handkerchief-turban. Double tunic.,Jewel Britton,fichu,/img/derivatives/iiif/193/manifest.json,"/img/derivatives/iiif/images/193/full/250,/0/default.jpg","/img/derivatives/iiif/images/193/full/1140,/0/default.jpg"
194,8,Plate 194,1800,Mises Bourgeoises.,Bourgeois outfits.,Barthélemy Glama,"bourgeois, masculin",/img/derivatives/iiif/194/manifest.json,"/img/derivatives/iiif/images/194/full/250,/0/default.jpg","/img/derivatives/iiif/images/194/full/1140,/0/default.jpg"
195,8,Plate 195,,Costume de Bal.,Ball costume.,Jewel Britton,"bal, costume",/img/derivatives/iiif/195/manifest.json,"/img/derivatives/iiif/images/195/full/250,/0/default.jpg","/img/derivatives/iiif/images/195/full/1140,/0/default.jpg"
196,8,Plate 196,,Demi-Parure.,Half-set.,Jewel Britton,parure,/img/derivatives/iiif/196/manifest.json,"/img/derivatives/iiif/images/196/full/250,/0/default.jpg","/img/derivatives/iiif/images/196/full/1140,/0/default.jpg"
197,8,Plate 197,,Négligé-Paré,Adorned casual,Jewel Britton,négligé,/img/derivatives/iiif/197/manifest.json,"/img/derivatives/iiif/images/197/full/250,/0/default.jpg","/img/derivatives/iiif/images/197/full/1140,/0/default.jpg"
198,8,Plate 198,1800,Costume de Bal.,Ball costume,Barthélemy Glama,"bal, Masculin",/img/derivatives/iiif/198/manifest.json,"/img/derivatives/iiif/images/198/full/250,/0/default.jpg","/img/derivatives/iiif/images/198/full/1140,/0/default.jpg"
199,8,Plate 199,,Costume de Bal.,Ball costume.,Jewel Britton,"costume, bal",/img/derivatives/iiif/199/manifest.json,"/img/derivatives/iiif/images/199/full/250,/0/default.jpg","/img/derivatives/iiif/images/199/full/1140,/0/default.jpg"
200,8,Plate 200,,Négligé.,Casual.,Jewel Britton,négligé,/img/derivatives/iiif/200/manifest.json,"/img/derivatives/iiif/images/200/full/250,/0/default.jpg","/img/derivatives/iiif/images/200/full/1140,/0/default.jpg"
201,8,Plate 201,,Costume de Bal.,Ball costume.,Jewel Britton,"costume, bal",/img/derivatives/iiif/201/manifest.json,"/img/derivatives/iiif/images/201/full/250,/0/default.jpg","/img/derivatives/iiif/images/201/full/1140,/0/default.jpg"
202,8,Plate 202,,Demi-Négligé.,Half-casual.,Jewel Britton,dei-négligé,/img/derivatives/iiif/202/manifest.json,"/img/derivatives/iiif/images/202/full/250,/0/default.jpg","/img/derivatives/iiif/images/202/full/1140,/0/default.jpg"
203,8,Plate 203,,Demi-Négligé.,Half-casual.,Jewel Britton,demi-négligé,/img/derivatives/iiif/203/manifest.json,"/img/derivatives/iiif/images/203/full/250,/0/default.jpg","/img/derivatives/iiif/images/203/full/1140,/0/default.jpg"
204,8,Plate 204,,Chapeau de Paille. Spencer à demi schall.,Straw hat. Spencer with half-shawl.,Jewel Britton,"chapeau, paille, spencer, schall",/img/derivatives/iiif/204/manifest.json,"/img/derivatives/iiif/images/204/full/250,/0/default.jpg","/img/derivatives/iiif/images/204/full/1140,/0/default.jpg"
205,8,Plate 205,,Coeffure à l’Antique. Robe en Demi-Turque.,Classical hairstyle. Half-turkish dress.,Jewel Britton,"antique, turque",/img/derivatives/iiif/205/manifest.json,"/img/derivatives/iiif/images/205/full/250,/0/default.jpg","/img/derivatives/iiif/images/205/full/1140,/0/default.jpg"
206,8,Plate 206,10 avril 1800,Group d’Enfans.,Group of children.,Emily Cormack,enfans,/img/derivatives/iiif/206/manifest.json,"/img/derivatives/iiif/images/206/full/250,/0/default.jpg","/img/derivatives/iiif/images/206/full/1140,/0/default.jpg"
207,8,Plate 207,,Négligé.,Casual.,Jewel Britton,négligé,/img/derivatives/iiif/207/manifest.json,"/img/derivatives/iiif/images/207/full/250,/0/default.jpg","/img/derivatives/iiif/images/207/full/1140,/0/default.jpg"
208,8,Plate 208,1800,Mise d'un Jeune Homme.,Outfit of a young man.,Barthélemy Glama,masculin,/img/derivatives/iiif/208/manifest.json,"/img/derivatives/iiif/images/208/full/250,/0/default.jpg","/img/derivatives/iiif/images/208/full/1140,/0/default.jpg"
209,8,Plate 209,,Costume du Matin.,Morning costume.,Jewel Britton,"costume, matin",/img/derivatives/iiif/209/manifest.json,"/img/derivatives/iiif/images/209/full/250,/0/default.jpg","/img/derivatives/iiif/images/209/full/1140,/0/default.jpg"
210,8,Plate 210,,Costume de Bal.,Ball costume.,Jewel Britton,"costume, bal",/img/derivatives/iiif/210/manifest.json,"/img/derivatives/iiif/images/210/full/250,/0/default.jpg","/img/derivatives/iiif/images/210/full/1140,/0/default.jpg"
211,8,Plate 211,,Coeffure en Cheveux. Tunique coupée.,Natural hair. Cut tunic.,Jewel Britton,cheveux,/img/derivatives/iiif/211/manifest.json,"/img/derivatives/iiif/images/211/full/250,/0/default.jpg","/img/derivatives/iiif/images/211/full/1140,/0/default.jpg"
212,8,Plate 212,,Capote en Satin et Linon.,Satin and lawn hood.,Jewel Britton,"capote, satin, linon",/img/derivatives/iiif/212/manifest.json,"/img/derivatives/iiif/images/212/full/250,/0/default.jpg","/img/derivatives/iiif/images/212/full/1140,/0/default.jpg"
213,8,Plate 213,,Tunique garnie en Feuillage.,Tunic decorated with greenery.,Jewel Britton,"tunique, feuillage",/img/derivatives/iiif/213/manifest.json,"/img/derivatives/iiif/images/213/full/250,/0/default.jpg","/img/derivatives/iiif/images/213/full/1140,/0/default.jpg"
214,8,Plate 214,,Chapeau de Paille. Sautoir.,Straw hat. Long necklace.,Jewel Britton,"chapeau paille, sautoir",/img/derivatives/iiif/214/manifest.json,"/img/derivatives/iiif/images/214/full/250,/0/default.jpg","/img/derivatives/iiif/images/214/full/1140,/0/default.jpg"
215,8,Plate 215,,Chapeau peint en Coquille.,Hat painted like a shell.,Jewel Britton,"chapeau, coquille",/img/derivatives/iiif/215/manifest.json,"/img/derivatives/iiif/images/215/full/250,/0/default.jpg","/img/derivatives/iiif/images/215/full/1140,/0/default.jpg"
216,8,Plate 216,,"1. 3. 4,.et 5. Capotes. 2. Capote Anglaise. 6. Chapeau Cornette. 7. Chapeau en Coquille.","1, 3, 4, and 5. Hoods. 2. English hood. 6. Cornett hat. 7. Shell hat.",Jewel Britton,"capote, anglaise, coquille",/img/derivatives/iiif/216/manifest.json,"/img/derivatives/iiif/images/216/full/250,/0/default.jpg","/img/derivatives/iiif/images/216/full/1140,/0/default.jpg"
217,8,Plate 217,,Chapeau-Capote. Manches en Amadis.,"Hood-hat. Long, gathered sleeves.",Jewel Britton,"chapeau, capote, amadis, manches",/img/derivatives/iiif/217/manifest.json,"/img/derivatives/iiif/images/217/full/250,/0/default.jpg","/img/derivatives/iiif/images/217/full/1140,/0/default.jpg"
218,8,Plate 218,,Vêtement Grec. Volubilis.,Greek clothing. Morning-glory.,Jewel Britton,"vêtement, grec, volubilis",/img/derivatives/iiif/218/manifest.json,"/img/derivatives/iiif/images/218/full/250,/0/default.jpg","/img/derivatives/iiif/images/218/full/1140,/0/default.jpg"
219,8,Plate 219,,Coeffure à la Hollandaise. Points à Jour.,Dutch hairstyle. Open-work stitches.,Jewel Britton,"hollandaise, points à jour",/img/derivatives/iiif/219/manifest.json,"/img/derivatives/iiif/images/219/full/250,/0/default.jpg","/img/derivatives/iiif/images/219/full/1140,/0/default.jpg"
220,8,Plate 220,,Fichu et Bandeau. Tablier.,Handkerchief and band. Apron.,Jewel Britton,"fichu, bandeau, band, tablier",/img/derivatives/iiif/220/manifest.json,"/img/derivatives/iiif/images/220/full/250,/0/default.jpg","/img/derivatives/iiif/images/220/full/1140,/0/default.jpg"
221,8,Plate 221,,Groupe d’Enfans.,Group of children.,Jewel Britton,enfans,/img/derivatives/iiif/221/manifest.json,"/img/derivatives/iiif/images/221/full/250,/0/default.jpg","/img/derivatives/iiif/images/221/full/1140,/0/default.jpg"
222,8,Plate 222,,Chapeau en Nacelle. Robe à la Turque.,Cradle hat. Turkish-style dress.,Jewel Britton,"nacelle, turque",/img/derivatives/iiif/222/manifest.json,"/img/derivatives/iiif/images/222/full/250,/0/default.jpg","/img/derivatives/iiif/images/222/full/1140,/0/default.jpg"
223,8,Plate 223,,Costume d’Amazône.,Riding costume.,Jewel Britton,amazône,/img/derivatives/iiif/223/manifest.json,"/img/derivatives/iiif/images/223/full/250,/0/default.jpg","/img/derivatives/iiif/images/223/full/1140,/0/default.jpg"
224,8,Plate 224,,Chapeau à Côtes.,Ribbed hat.,Jewel Britton,"chapeau, côtes",/img/derivatives/iiif/224/manifest.json,"/img/derivatives/iiif/images/224/full/250,/0/default.jpg","/img/derivatives/iiif/images/224/full/1140,/0/default.jpg"
225,8,Plate 225,1799,"Habit dégagé, à grand collet. Pantalon à la Batelière",Casual outfit with a large collar. Boatman pants,Brontë Hebdon,"habit, collet, batelière",/img/derivatives/iiif/225/manifest.json,"/img/derivatives/iiif/images/225/full/250,/0/default.jpg","/img/derivatives/iiif/images/225/full/1140,/0/default.jpg"
226,8,Plate 226,,Cornette à la Paysanne Frange à grains de Muguet.,Cottage cornett Fringe with Lily of the Valley.,Jewel Britton,"cornette, paysanne",/img/derivatives/iiif/226/manifest.json,"/img/derivatives/iiif/images/226/full/250,/0/default.jpg","/img/derivatives/iiif/images/226/full/1140,/0/default.jpg"
227,8,Plate 227,,Robe à carreaux. Fichu tenant au Tablier.,Checkered dress. Handkerchief attached to the apron.,Anne Higonnet,"carreaux, fichu, tablier",/img/derivatives/iiif/227/manifest.json,"/img/derivatives/iiif/images/227/full/250,/0/default.jpg","/img/derivatives/iiif/images/227/full/1140,/0/default.jpg"
228,8,Plate 228,,"Fichu-Turban. Chapeau de Paille, à bord retroussé.",Handkerchief-turban. Straw hat with rolled brim.,Jodi Mikesell,"fichu-turban, paille",/img/derivatives/iiif/228/manifest.json,"/img/derivatives/iiif/images/228/full/250,/0/default.jpg","/img/derivatives/iiif/images/228/full/1140,/0/default.jpg"
229,8,Plate 229,,Demi-Paysanne. Robe de Guingam.,Semi-Cottage. Gingham dress.,Jewel Britton,"paysanne, guingam",/img/derivatives/iiif/229/manifest.json,"/img/derivatives/iiif/images/229/full/250,/0/default.jpg","/img/derivatives/iiif/images/229/full/1140,/0/default.jpg"
230,8,Plate 230,,"Chapeau de Paille, Garni en Crêpe.","Straw hat, decorated with crape.",Jewel Britton,"paille, crêpe",/img/derivatives/iiif/230/manifest.json,"/img/derivatives/iiif/images/230/full/250,/0/default.jpg","/img/derivatives/iiif/images/230/full/1140,/0/default.jpg"
231,8,Plate 231,,"Coeffure à L’antique, formé d’un Fichu Bordé de Grains de Muguet.","Antique hairstyle, made with a handkerchief bound with Lily of the Valley.",Jewel Britton,"antique, fichu",/img/derivatives/iiif/231/manifest.json,"/img/derivatives/iiif/images/231/full/250,/0/default.jpg","/img/derivatives/iiif/images/231/full/1140,/0/default.jpg"
232,8,Plate 232,,Capote à double froncé.,Hood with double gathering.,Jewel Britton,capote,/img/derivatives/iiif/232/manifest.json,"/img/derivatives/iiif/images/232/full/250,/0/default.jpg","/img/derivatives/iiif/images/232/full/1140,/0/default.jpg"
233,8,Plate 233,,Cornette à la Paysanne. Tablier garni de Dentelle.,Cottage cornett. Apron decorated with lace.,Jewel Britton,"paysannetablier, dentelle",/img/derivatives/iiif/233/manifest.json,"/img/derivatives/iiif/images/233/full/250,/0/default.jpg","/img/derivatives/iiif/images/233/full/1140,/0/default.jpg"
234,8,Plate 234,,Chapeau à boucles. Spencer sans Manches.,Hat with buckles. Sleeveless spencer.,Jewel Britton,"chapeau, boucles, spencer",/img/derivatives/iiif/234/manifest.json,"/img/derivatives/iiif/images/234/full/250,/0/default.jpg","/img/derivatives/iiif/images/234/full/1140,/0/default.jpg"
235,8,Plate 235,,1. Toquets à l’Anglaise. 2. Bonnets de fantaisie. 3. Serre-Tête garni. 4. Chapeaux à boucles. 5. Chapeau Capote.,1. English-style caps. 2. Fancy bonnets. 3. Decorated head-band. 4. Hats with buckles. 5. Hood hat.,Jewel Britton,"toquet, bonnet, fantaisie, serre-tête, boucles",/img/derivatives/iiif/235/manifest.json,"/img/derivatives/iiif/images/235/full/250,/0/default.jpg","/img/derivatives/iiif/images/235/full/1140,/0/default.jpg"
236,8,Plate 236,,Coeffure formée d’un Voile.,Hairstyle made with a veil.,Jewel Britton,voile,/img/derivatives/iiif/236/manifest.json,"/img/derivatives/iiif/images/236/full/250,/0/default.jpg","/img/derivatives/iiif/images/236/full/1140,/0/default.jpg"
237,8,Plate 237,1800,Collet haut. Pantalon large.,High collar. Large pants.,Barthélemy Glama,"collet, masculin",/img/derivatives/iiif/237/manifest.json,"/img/derivatives/iiif/images/237/full/250,/0/default.jpg","/img/derivatives/iiif/images/237/full/1140,/0/default.jpg"
238,8,Plate 238,,Chapeau orné de Velours. Fichu garni de Dentelle.,Hat ornamented with Velvet. Handkerchief decorated with lace.,Jewel Britton,"fichu, dentelle",/img/derivatives/iiif/238/manifest.json,"/img/derivatives/iiif/images/238/full/250,/0/default.jpg","/img/derivatives/iiif/images/238/full/1140,/0/default.jpg"
239,8,Plate 239,,Capote en Crêpe Amaranthe.,Hood in amaranth-red crape.,Jewel Britton,"capote, amaranthe",/img/derivatives/iiif/239/manifest.json,"/img/derivatives/iiif/images/239/full/250,/0/default.jpg","/img/derivatives/iiif/images/239/full/1140,/0/default.jpg"
240,8,Plate 240,,Chapeau-Capote en Crêpe blanc. Sautoir à Mailles Tricotées.,"Hood-hat in white crape, Long necklace with knit links.",Jewel Britton,"capote, sautoir",/img/derivatives/iiif/240/manifest.json,"/img/derivatives/iiif/images/240/full/250,/0/default.jpg","/img/derivatives/iiif/images/240/full/1140,/0/default.jpg"
241,8,Plate 241,,Coeffure en Cheveux. Tunique de Crêpe Noir.,Natural hairstyle. Tunic in black crape.,Jewel Britton,"tunique, crêpe",/img/derivatives/iiif/241/manifest.json,"/img/derivatives/iiif/images/241/full/250,/0/default.jpg","/img/derivatives/iiif/images/241/full/1140,/0/default.jpg"
242,8,Plate 242,,Capote imitant la Coeffure Antique. Bordure en Losanges.,Hood imitating Classical hairstyle. Border in diamond-shapes.,Jewel Britton,"capote, antique, bordure",/img/derivatives/iiif/242/manifest.json,"/img/derivatives/iiif/images/242/full/250,/0/default.jpg","/img/derivatives/iiif/images/242/full/1140,/0/default.jpg"
243,8,Plate 243,,Voile formant la Coeffure Antique.,Classical hairstyle made with a veil.,Jewel Britton,"voile, antique",/img/derivatives/iiif/243/manifest.json,"/img/derivatives/iiif/images/243/full/250,/0/default.jpg","/img/derivatives/iiif/images/243/full/1140,/0/default.jpg"
244,8,Plate 244,,Chapeau de Paille à Jour.,Straw hat with open-work.,Jewel Britton,"chapeau, paille",/img/derivatives/iiif/244/manifest.json,"/img/derivatives/iiif/images/244/full/250,/0/default.jpg","/img/derivatives/iiif/images/244/full/1140,/0/default.jpg"
245,8,Plate 245,,Chapeau de forme oblongue. Fichu en X.,Oblong-shaped hat. Crossed handkerchief.,Jewel Britton,"fichu, chapeau",/img/derivatives/iiif/245/manifest.json,"/img/derivatives/iiif/images/245/full/250,/0/default.jpg","/img/derivatives/iiif/images/245/full/1140,/0/default.jpg"
246,8,Plate 246,,Coeffure en Dentelle. Boucles sur les Manches.,Hairstyle with lace. Buckles on the sleeves.,Jewel Britton,"dentelle, boucles, manches",/img/derivatives/iiif/246/manifest.json,"/img/derivatives/iiif/images/246/full/250,/0/default.jpg","/img/derivatives/iiif/images/246/full/1140,/0/default.jpg"
247,9,Plate 247,,Gilet à grand Collet. Habit Court.,Vest with high collar. Short coat.,Jewel Britton,"gilet, collet",/img/derivatives/iiif/247/manifest.json,"/img/derivatives/iiif/images/247/full/250,/0/default.jpg","/img/derivatives/iiif/images/247/full/1140,/0/default.jpg"
248,9,Plate 248,2 octobre 1800,Coeffure ordinaire en Cheveux. Manches Tailladées.,Ordinary hairstyle in hair. Tailored sleeves.,Emily Cormack,tailladées,/img/derivatives/iiif/248/manifest.json,"/img/derivatives/iiif/images/248/full/250,/0/default.jpg","/img/derivatives/iiif/images/248/full/1140,/0/default.jpg"
249,9,Plate 249,,Demi-Paysanne. Voile uni.,Semi-Cottage. Solid veil.,Jewel Britton,"paysanne, voile",/img/derivatives/iiif/249/manifest.json,"/img/derivatives/iiif/images/249/full/250,/0/default.jpg","/img/derivatives/iiif/images/249/full/1140,/0/default.jpg"
250,9,Plate 250,,1. Capotes. 2. Chapeau Natté. 3. Toquets. 4. Chapeau de Paille. 5. Paysanne.,1. Hoods. 2. Braided hat. 3. Caps. 4. Straw hat. 5. Cottage.,Jewel Britton,"capote, chapeau, toquet, paysanne",/img/derivatives/iiif/250/manifest.json,"/img/derivatives/iiif/images/250/full/250,/0/default.jpg","/img/derivatives/iiif/images/250/full/1140,/0/default.jpg"
251,9,Plate 251,,Coeffure en Cheveux et Fichu. Losanges.,Natural hairstyle and handkerchief. Diamond-shapes.,Jewel Britton,"fichu, losanges",/img/derivatives/iiif/251/manifest.json,"/img/derivatives/iiif/images/251/full/250,/0/default.jpg","/img/derivatives/iiif/images/251/full/1140,/0/default.jpg"
252,9,Plate 252,,Cornette du Matin. Fichu Croisé.,Morning cornett. Crossed handkerchief.,Jewel Britton,"cornette, matin, fichu",/img/derivatives/iiif/252/manifest.json,"/img/derivatives/iiif/images/252/full/250,/0/default.jpg","/img/derivatives/iiif/images/252/full/1140,/0/default.jpg"
